domain_file_path,instance_file_path,domain,instance,status,plan,error,is_longer_plan
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-40.pddl,blocksworld,instance-40.pddl,ok,"unstack a from c;
put down a;
pick up c;
stack c on a;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-41.pddl,blocksworld,instance-41.pddl,ok,"unstack c from a;
put down c;
unstack a from b;
put down a;
pick up b;
stack b on a;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-42.pddl,blocksworld,instance-42.pddl,ok,"unstack c from b;
put down c;
unstack b from a;
put down b;
pick up c;
stack c on a;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-43.pddl,blocksworld,instance-43.pddl,ok,"unstack a from c;
put down a;
pick up c;
stack c on a;
pick up b;
stack b on c;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-44.pddl,blocksworld,instance-44.pddl,ok,"unstack b from a;
put down b;
unstack a from c;
put down a;
pick up b;
stack b on c;
pick up a;
stack a on b;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-45.pddl,blocksworld,instance-45.pddl,ok,"unstack a from b;
put down a;
pick up b;
stack b on c;
pick up a;
stack a on b;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-46.pddl,blocksworld,instance-46.pddl,ok,"unstack c from a;
put down c;
unstack a from b;
stack a on c;
pick up b;
stack b on a;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-47.pddl,blocksworld,instance-47.pddl,ok,"unstack c from a;
put down c;
pick up a;
stack a on c;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-48.pddl,blocksworld,instance-48.pddl,ok,"unstack c from b;
put down c;
pick up b;
stack b on c;
pick up a;
stack a on b;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-49.pddl,blocksworld,instance-49.pddl,ok,"unstack c from b;
put down c;
unstack b from a;
put down b;
pick up a;
stack a on b;
pick up c;
stack c on a;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-50.pddl,blocksworld,instance-50.pddl,ok,"unstack b from a;
put down b;
unstack a from c;
put down a;
pick up c;
stack c on a;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-51.pddl,blocksworld,instance-51.pddl,ok,"unstack b from a;
put down b;
unstack a from c;
put down a;
pick up b;
stack b on a;
pick up c;
stack c on b;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-52.pddl,blocksworld,instance-52.pddl,ok,"unstack a from b;
put down a;
pick up b;
stack b on c;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-53.pddl,blocksworld,instance-53.pddl,ok,"unstack c from b;
put down c;
unstack b from a;
put down b;
pick up c;
stack c on b;
pick up a;
stack a on c;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-54.pddl,blocksworld,instance-54.pddl,ok,"unstack b from c;
put down b;
unstack c from a;
put down c;
pick up a;
stack a on c;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-55.pddl,blocksworld,instance-55.pddl,ok,"unstack b from a;
put down b;
unstack a from c;
put down a;
pick up c;
stack c on a;
pick up b;
stack b on c;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-56.pddl,blocksworld,instance-56.pddl,ok,"unstack b from a;
put down b;
pick up a;
stack a on b;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-57.pddl,blocksworld,instance-57.pddl,ok,"unstack c from a;
put down c;
pick up a;
stack a on b;
pick up c;
stack c on a;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-58.pddl,blocksworld,instance-58.pddl,ok,"unstack a from b;
put down a;
unstack b from c;
put down b;
pick up c;
stack c on b;
pick up a;
stack a on c;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-59.pddl,blocksworld,instance-59.pddl,ok,"unstack b from c;
put down b;
pick up a;
stack a on c;
pick up b;
stack b on a;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-60.pddl,blocksworld,instance-60.pddl,ok,"unstack a from c;
put down a;
unstack c from b;
put down c;
pick up a;
stack a on b;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-61.pddl,blocksworld,instance-61.pddl,ok,"unstack c from b;
put down c;
pick up a;
stack a on c;
pick up b;
stack b on a;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-62.pddl,blocksworld,instance-62.pddl,ok,"unstack a from c;
put down a;
pick up b;
stack b on a;
pick up c;
stack c on b;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-63.pddl,blocksworld,instance-63.pddl,ok,"unstack a from c;
put down a;
unstack c from b;
put down c;
pick up a;
stack a on b;
pick up c;
stack c on a;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-64.pddl,blocksworld,instance-64.pddl,ok,"unstack a from b;
put down a;
pick up c;
stack c on a;
pick up b;
stack b on c;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-65.pddl,blocksworld,instance-65.pddl,ok,"unstack a from b;
put down a;
unstack b from c;
stack b on a;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-66.pddl,blocksworld,instance-66.pddl,ok,"unstack c from a;
put down c;
pick up a;
stack a on c;
pick up b;
stack b on a;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-67.pddl,blocksworld,instance-67.pddl,ok,"unstack a from b;
put down a;
unstack b from c;
put down b;
pick up a;
stack a on c;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-68.pddl,blocksworld,instance-68.pddl,ok,"unstack b from a;
put down b;
pick up a;
stack a on b;
pick up c;
stack c on a;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-69.pddl,blocksworld,instance-69.pddl,ok,"unstack c from a;
put down c;
pick up a;
stack a on b;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-70.pddl,blocksworld,instance-70.pddl,ok,"unstack c from a;
put down c;
unstack a from b;
put down a;
pick up c;
stack c on a;
pick up b;
stack b on c;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-71.pddl,blocksworld,instance-71.pddl,ok,"unstack b from a;
put down b;
unstack a from c;
put down a;
pick up b;
stack b on c;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-72.pddl,blocksworld,instance-72.pddl,ok,"pick up b;
stack b on a;
pick up c;
stack c on b;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-73.pddl,blocksworld,instance-73.pddl,ok,"unstack a from c;
put down a;
unstack c from b;
stack c on a;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-74.pddl,blocksworld,instance-74.pddl,ok,"unstack b from c;
put down b;
unstack c from a;
put down c;
pick up a;
stack a on b;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-75.pddl,blocksworld,instance-75.pddl,ok,"unstack c from a;
put down c;
pick up b;
stack b on a;
pick up c;
stack c on b;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-76.pddl,blocksworld,instance-76.pddl,ok,"unstack a from c;
put down a;
unstack c from b;
put down c;
pick up b;
stack b on a;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-77.pddl,blocksworld,instance-77.pddl,ok,"unstack b from a;
put down b;
unstack a from c;
stack a on b;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-78.pddl,blocksworld,instance-78.pddl,ok,"unstack a from c;
put down a;
unstack c from b;
put down c;
pick up b;
stack b on c;
pick up a;
stack a on b;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-79.pddl,blocksworld,instance-79.pddl,ok,"unstack b from c;
put down b;
pick up c;
stack c on a;
pick up b;
stack b on c;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-80.pddl,blocksworld,instance-80.pddl,ok,"unstack a from b;
put down a;
unstack b from c;
put down b;
pick up c;
stack c on a;
pick up b;
stack b on c;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-81.pddl,blocksworld,instance-81.pddl,ok,"unstack b from a;
put down b;
pick up c;
stack c on b;
pick up a;
stack a on c;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-82.pddl,blocksworld,instance-82.pddl,ok,"unstack c from b;
put down c;
unstack b from a;
stack b on c;
pick up a;
stack a on b;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-83.pddl,blocksworld,instance-83.pddl,ok,"unstack b from a;
put down b;
unstack a from c;
put down a;
pick up c;
stack c on b;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-84.pddl,blocksworld,instance-84.pddl,ok,"pick up b;
stack b on c;
pick up a;
stack a on b;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-85.pddl,blocksworld,instance-85.pddl,ok,"unstack b from a;
put down b;
unstack a from c;
stack a on b;
pick up c;
stack c on a;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-86.pddl,blocksworld,instance-86.pddl,ok,"pick up a;
stack a on b;
pick up c;
stack c on a;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-87.pddl,blocksworld,instance-87.pddl,ok,"unstack c from b;
put down c;
unstack b from a;
put down b;
pick up a;
stack a on c;
pick up b;
stack b on a;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-88.pddl,blocksworld,instance-88.pddl,ok,"unstack b from c;
put down b;
unstack c from a;
stack c on b;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-89.pddl,blocksworld,instance-89.pddl,ok,"unstack a from b;
put down a;
unstack b from c;
put down b;
pick up c;
stack c on a;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-90.pddl,blocksworld,instance-90.pddl,ok,"unstack c from a;
stack c on b;
pick up a;
stack a on c;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-91.pddl,blocksworld,instance-91.pddl,ok,"unstack c from b;
put down c;
unstack b from a;
put down b;
pick up a;
stack a on c;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-92.pddl,blocksworld,instance-92.pddl,ok,"unstack a from b;
put down a;
unstack b from c;
put down b;
pick up a;
stack a on b;
pick up c;
stack c on a;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-93.pddl,blocksworld,instance-93.pddl,ok,"unstack b from c;
put down b;
unstack c from a;
stack c on b;
pick up a;
stack a on c;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-94.pddl,blocksworld,instance-94.pddl,ok,"unstack b from c;
put down b;
pick up c;
stack c on a;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-95.pddl,blocksworld,instance-95.pddl,ok,"unstack b from a;
put down b;
unstack a from c;
put down a;
pick up c;
stack c on b;
pick up a;
stack a on c;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-96.pddl,blocksworld,instance-96.pddl,ok,"unstack c from b;
put down c;
unstack b from a;
stack b on c;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-97.pddl,blocksworld,instance-97.pddl,ok,"unstack b from c;
put down b;
pick up a;
stack a on b;
pick up c;
stack c on a;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-98.pddl,blocksworld,instance-98.pddl,ok,"unstack c from b;
put down c;
pick up b;
stack b on c;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-99.pddl,blocksworld,instance-99.pddl,ok,"unstack c from b;
put down c;
pick up a;
stack a on b;
pick up c;
stack c on a;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-100.pddl,blocksworld,instance-100.pddl,ok,"unstack b from c;
stack b on a;
pick up c;
stack c on b;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-101.pddl,blocksworld,instance-101.pddl,ok,"unstack c from a;
put down c;
pick up b;
stack b on c;
pick up a;
stack a on b;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-102.pddl,blocksworld,instance-102.pddl,ok,"unstack b from a;
stack b on c;
pick up a;
stack a on b;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-103.pddl,blocksworld,instance-103.pddl,ok,"unstack c from b;
put down c;
unstack b from a;
put down b;
pick up a;
stack a on b;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-104.pddl,blocksworld,instance-104.pddl,ok,"unstack b from c;
put down b;
pick up c;
stack c on b;
pick up a;
stack a on c;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-105.pddl,blocksworld,instance-105.pddl,ok,"pick up c;
stack c on a;
pick up b;
stack b on c;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-106.pddl,blocksworld,instance-106.pddl,ok,"unstack b from c;
put down b;
pick up c;
stack c on b;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-107.pddl,blocksworld,instance-107.pddl,ok,"unstack c from a;
put down c;
unstack a from b;
put down a;
pick up c;
stack c on b;
pick up a;
stack a on c;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-108.pddl,blocksworld,instance-108.pddl,ok,"unstack a from b;
stack a on d;
pick up b;
stack b on a;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-109.pddl,blocksworld,instance-109.pddl,ok,"unstack c from b;
put down c;
unstack b from d;
put down b;
pick up c;
stack c on d;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-110.pddl,blocksworld,instance-110.pddl,ok,"unstack b from c;
stack b on a;
pick up c;
stack c on d;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-111.pddl,blocksworld,instance-111.pddl,ok,"unstack b from d;
put down b;
unstack a from c;
stack a on d;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-112.pddl,blocksworld,instance-112.pddl,ok,"unstack b from a;
put down b;
pick up a;
stack a on d;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-113.pddl,blocksworld,instance-113.pddl,ok,"unstack a from d;
put down a;
pick up c;
stack c on a;
unstack d from b;
put down d;
pick up b;
stack b on d;
unstack c from a;
put down c;
pick up a;
stack a on b;
pick up c;
stack c on a;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-114.pddl,blocksworld,instance-114.pddl,ok,"unstack d from a;
put down d;
unstack a from b;
put down a;
pick up b;
stack b on d;
pick up a;
stack a on b;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-115.pddl,blocksworld,instance-115.pddl,ok,"unstack c from a;
put down c;
unstack a from b;
put down a;
unstack b from d;
put down b;
pick up a;
stack a on d;
pick up b;
stack b on a;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-116.pddl,blocksworld,instance-116.pddl,ok,"unstack c from b;
put down c;
unstack b from d;
stack b on a;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-117.pddl,blocksworld,instance-117.pddl,ok,"unstack c from d;
put down c;
pick up b;
stack b on c;
unstack d from a;
put down d;
pick up a;
stack a on b;
pick up d;
stack d on a;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-118.pddl,blocksworld,instance-118.pddl,ok,"unstack b from c;
put down b;
pick up d;
stack d on c;
pick up b;
stack b on d;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-119.pddl,blocksworld,instance-119.pddl,ok,"unstack c from b;
put down c;
unstack b from a;
put down b;
unstack a from d;
put down a;
pick up d;
stack d on b;
pick up a;
stack a on d;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-120.pddl,blocksworld,instance-120.pddl,ok,"unstack d from c;
put down d;
unstack c from b;
put down c;
pick up d;
stack d on b;
pick up c;
stack c on d;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-121.pddl,blocksworld,instance-121.pddl,ok,"unstack c from d;
put down c;
unstack d from b;
put down d;
unstack b from a;
put down b;
pick up a;
stack a on d;
pick up c;
stack c on a;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-122.pddl,blocksworld,instance-122.pddl,ok,"unstack b from d;
put down b;
pick up a;
stack a on d;
pick up c;
stack c on b;
unstack a from d;
put down a;
pick up d;
stack d on c;
pick up a;
stack a on d;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-123.pddl,blocksworld,instance-123.pddl,ok,"pick up c;
stack c on a;
pick up b;
stack b on c;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-124.pddl,blocksworld,instance-124.pddl,ok,"unstack d from c;
put down d;
unstack c from a;
put down c;
pick up d;
stack d on a;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-125.pddl,blocksworld,instance-125.pddl,ok,"unstack b from c;
put down b;
unstack c from d;
put down c;
unstack d from a;
put down d;
pick up b;
stack b on a;
",,False
data/raw/blocksworld/generated_domain.pddl,data/raw/blocksworld/generated_basic/instance-126.pddl,blocksworld,instance-126.pddl,ok,"unstack d from b;
put down d;
unstack b from a;
put down b;
unstack a from c;
put down a;
pick up b;
stack b on c;
pick up d;
stack d on a;
",,False
